Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0003,9978,1990,26.5,22.8,17.4,11.8,9.4,8.2,8.9,11.8,15.9,17.3,24,27.4,16.8
IDCJAC0003,9978,1991,27.9,23.9,18.3,13.6,9.5,7,9.2,11.6,14.1,19.2,23,28,17.1
IDCJAC0003,9978,1992,28.4,22.6,18.9,14.1,9.2,7.6,8.3,10.1,16.2,20,21.8,27.5,17.1
IDCJAC0003,9978,1993,29.3,27.1,17.7,12.6,10,8.7,8.2,10.1,15.3,18,25.5,31.3,17.8
IDCJAC0003,9978,1994,28.6,24.2,19.4,13.6,9.3,7.5,9.4,14.9,15.8,19,24.7,31.2,18.1
IDCJAC0003,9978,1995,29.4,26.2,21.3,14.7,11.2,7.9,8.2,11.9,15.6,21.7,25.6,25.8,18.3
IDCJAC0003,9978,1996,30.5,27.9,20.2,13.5,11,8,7.6,12.2,13.9,20.6,26.1,28.5,18.3
IDCJAC0003,9978,1997,31.1,24.7,19.8,14.8,10.1,8.2,9.3,11.9,14.6,21.3,24.6,30.1,18.4
IDCJAC0003,9978,1998,30.1,28.9,20.2,13.3,10.3,7.7,9.1,11.1,15.4,21.6,25.2,27.8,18.4
IDCJAC0003,9978,1999,29.8,27.5,17.6,15.7,8.8,7.1,8.8,12.7,14.2,19.8,27.9,28,18.2
IDCJAC0003,9978,2000,25.9,26.3,21.2,14.4,10.3,8,7.8,11.5,14.7,21.9,25.3,30.1,18.1
IDCJAC0003,9978,2001,28,23.9,20.3,14.2,10,8.3,8.9,10.3,14.1,21.5,25.5,26.9,17.7
IDCJAC0003,9978,2002,30,26.6,19.5,13.4,10,7.8,8.3,11.8,16.6,18.5,27.1,28.7,18.2
IDCJAC0003,9978,2003,29.9,25.5,19.8,13.2,10.7,8.6,8.1,12,15.3,20.4,26.9,29.6,18.3
IDCJAC0003,9978,2004,29.6,24.4,21.3,14,9.7,7.2,8.8,11.7,16.5,19.8,21.9,29.1,17.8
IDCJAC0003,9978,2005,30.5,25.2,18.8,14.3,10.1,7.3,9.3,11.6,14.3,18,25,null,null
IDCJAC0003,9978,2006,26.5,26.8,21.9,13.2,9.9,8.4,8.7,11.1,17.6,24.9,22.7,28.9,18.4
IDCJAC0003,9978,2007,26.6,24,21.4,13.4,8.7,8.9,7.5,10.6,15.3,20.9,30,25.7,17.7
IDCJAC0003,9978,2008,27.9,23.7,19.4,13.5,8.8,8.2,8.1,13.9,15.3,18.8,25,29.5,17.7
IDCJAC0003,9978,2009,29.8,25,18.1,15.2,10.9,7,8.7,11.4,14.6,20.5,26.4,30.7,18.2
IDCJAC0003,9978,2010,30.4,24.6,19.1,14,9.9,8.1,8.5,11.8,16.7,23.1,25.4,27.5,18.3
IDCJAC0003,9978,2011,26.8,27,21.3,14.8,10,7.7,8.2,11.3,15.1,20.4,24.3,26.1,17.8
IDCJAC0003,9978,2012,28.7,22.7,22,13.5,10,7.2,9.1,11.8,16.2,21.3,24.7,28.2,17.9
IDCJAC0003,9978,2013,28.5,25.8,17,13.1,9,7.6,8.1,10.3,14,21.6,25.1,28.9,17.4
IDCJAC0003,9978,2014,29.9,26.8,18.6,13.5,8.4,7.6,8.3,11.4,14.6,19.1,21.3,29.3,17.4
IDCJAC0003,9978,2015,30.1,23.4,18.5,12.9,10,8,8.6,11.5,16.3,21.4,26,27.8,17.9
IDCJAC0003,9978,2016,24.4,24.7,18.1,12.5,9.9,8.7,9.2,11.5,15.2,19.4,26.1,25.9,17.1
IDCJAC0003,9978,2017,27.8,22.6,18.1,14.5,10,9.2,9,11.9,15.7,19.8,25.3,26.8,17.6
IDCJAC0003,9978,2018,27,23.4,17.5,13.8,11,8.8,9.6,11.4,15.8,19.2,23.5,26.8,17.3
IDCJAC0003,9978,2019,26.7,25.1,18,14.4,10.9,8.4,9.4,12.8,16,19.4,26.9,27.8,18
IDCJAC0003,9978,2020,27.3,22.5,17.3,13.2,10.4,8.9,9.7,12,15.2,21.8,21.5,28.3,17.3
IDCJAC0003,9978,2021,27.2,23.5,17.1,12.6,9.1,9,9.2,12.2,16.4,19.4,24.1,27,17.2
IDCJAC0003,9978,2022,27.7,24,18.5,13.7,10.5,9.2,null,null,null,null,null,null,null
