Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,12304,1927,0,21.4,81.5,0,2.8,37,4.6,17.3,2,0,1.5,12.7,180.8
IDCJAC0001,12304,1928,11.4,8.1,0,0,18.6,3.3,10.1,1,0,0,3,24.7,80.2
IDCJAC0001,12304,1929,2.5,4.8,29.8,0,73,29.3,0,21.3,0,0,0,1.5,162.2
IDCJAC0001,12304,1930,0,11.7,7.9,9.1,11.4,5.1,1.3,29.7,1.3,23.8,0,53.6,154.9
IDCJAC0001,12304,1931,8.3,13.2,94,27.2,35.8,32.8,29,7.7,0,5.1,47.8,0,300.9
IDCJAC0001,12304,1932,13.2,6.6,7.6,11.5,2.5,0,22.1,14.5,1.3,13.3,0,29.9,122.5
IDCJAC0001,12304,1933,5.6,15.8,8.1,4.1,18.1,6.1,18.3,15.6,11.2,0,7.1,11.9,121.9
IDCJAC0001,12304,1934,0,3.8,88.9,86.1,0,11.5,4.6,0,2.5,0,0.5,0,197.9
IDCJAC0001,12304,1935,1.5,5.1,42.9,2.5,0,1.5,13.9,10.2,6.6,10.4,11.4,0,106
IDCJAC0001,12304,1936,6.6,0,0,0,0.8,3.8,3.8,0.5,0.8,0,8.6,27.7,52.6
IDCJAC0001,12304,1937,16.2,1.3,36.8,35.3,4.9,5.1,0,0,0,5.5,49.2,2.5,156.8
IDCJAC0001,12304,1938,47.8,0,18.1,0.5,25.9,30.5,10.4,16,0,5.6,0.8,18.3,173.9
IDCJAC0001,12304,1939,153.2,0,63.5,15.4,14.2,2.5,2.3,4.1,0,1.8,0,0,257
IDCJAC0001,12304,1940,31.3,0,5,0,8.4,0.8,13,1.5,11.1,11.9,0,2.5,85.5
IDCJAC0001,12304,1941,0,23.9,6.4,51.4,21.1,15.7,6.3,24.5,0,26.2,2,77,254.5
IDCJAC0001,12304,1942,59.8,66.6,175.9,10.9,57.8,64.3,1.3,7.9,0,0,0,42.9,487.4
IDCJAC0001,12304,1943,2.8,8.4,35,22.4,1.3,0,0.8,1.3,2.5,0,7.6,0,82.1
IDCJAC0001,12304,1944,0,0,4.6,11.2,3.8,0,13,1.3,null,4.6,8.9,7.6,null
IDCJAC0001,12304,1945,5.6,8.1,15.5,null,7.6,61.7,2,19.3,5.1,0,0,7.6,null
IDCJAC0001,12304,1946,21.6,64.9,1,12.1,18.6,2.5,0,0,0,0,0,6.1,126.8
IDCJAC0001,12304,1947,7.1,43.9,69.9,6.8,23.6,8.4,9.9,49.3,19.3,0,19.8,0,258
IDCJAC0001,12304,1948,5.6,66,32.8,40.1,1.3,40.6,15.5,0,0,0,0,10.2,212.1
IDCJAC0001,12304,1949,0,53.8,0,0,12.7,12.2,0,0,10.2,8.9,38.1,21.6,157.5
IDCJAC0001,12304,1950,12.7,21.6,0,0,74.4,3.3,4.8,2,0,2,0,0,120.8
