Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0003,9573,1990,24.2,21.1,15.3,11.9,8.9,7.5,8,10.7,13.7,15.7,24.5,25.2,15.6
IDCJAC0003,9573,1991,25.1,22.5,16.5,13.1,9.5,6.7,7.9,11.3,13.7,18.8,22.9,26.7,16.2
IDCJAC0003,9573,1992,27,21.8,17.6,13.2,8.9,7.6,8.1,9.8,13.9,18.8,20.2,27.4,16.2
IDCJAC0003,9573,1993,28,25.5,16,12,8.7,8.1,8.3,10,15.4,17.2,23,29.2,16.8
IDCJAC0003,9573,1994,27.5,23.2,19.1,13.2,8.9,7.7,9.1,14.5,14.8,18.3,23.9,29.5,17.5
IDCJAC0003,9573,1995,25.7,23.5,20,13.4,10.2,6.9,8.1,12,14.4,21.3,22.8,22.6,16.7
IDCJAC0003,9573,1996,27.3,25.3,18.8,12.6,9.6,7.1,7.5,11.7,14.2,20.4,25.2,25.7,17.1
IDCJAC0003,9573,1997,28.5,21.1,17.9,12.9,8.8,7,9.3,11.1,14.4,20.7,22.4,28.8,16.9
IDCJAC0003,9573,1998,29.8,27.5,20.1,11.4,9.4,6.9,8.1,9.7,15.1,21.2,23.9,26.5,17.5
IDCJAC0003,9573,1999,26.4,25.8,16.4,15.1,8.1,7.4,8.6,12.5,14.9,19.5,24.4,26.1,17.1
IDCJAC0003,9573,2000,24.2,24.2,19.9,13.3,9.6,8.1,8.1,11.3,15.2,21.3,25.2,30.1,17.5
IDCJAC0003,9573,2001,25.2,23.4,19.6,13.6,9.6,7.8,8.7,9.8,13.8,20.4,23.7,24.7,16.7
IDCJAC0003,9573,2002,28.5,23.7,18.6,12.1,10.4,7.3,8.3,11,16.9,17.2,26.3,26.7,17.2
IDCJAC0003,9573,2003,29.5,22.9,19.2,12.4,9.7,8.1,7.7,11.3,14.2,18.1,24.8,26.5,17
IDCJAC0003,9573,2004,27.1,23.3,19.9,12.9,9,6.8,8.1,10.4,15.6,19.7,21.3,28.6,16.9
IDCJAC0003,9573,2005,29.9,23.6,16.6,13.1,8.2,6.4,9.3,10.8,13.3,17.9,24.8,null,null
IDCJAC0003,9573,2006,24.3,25.7,21.2,11.3,9.7,8.3,8.5,11.2,15.6,22.5,22.9,28.4,17.5
IDCJAC0003,9573,2007,25.7,23.1,20.7,12.8,8.5,8.7,8.2,10.6,15,20.5,28.2,24.3,17.2
IDCJAC0003,9573,2008,26.6,23.1,18.4,13,8.7,8.4,7.8,12.9,15.3,17.6,21.5,28,16.8
IDCJAC0003,9573,2009,28.1,23,17.1,14.4,10.5,7.1,8.6,11.3,14.6,18.6,26.2,29.3,17.4
IDCJAC0003,9573,2010,28.9,22.7,17.7,13.1,9.4,8.1,8.8,11,15.9,21.9,24.2,25.9,17.3
IDCJAC0003,9573,2011,25.3,23.3,20.3,14.7,9.5,7.7,7.9,11.6,15.1,18.2,22.7,24.4,16.7
IDCJAC0003,9573,2012,25.9,20.9,20.3,12.8,9.8,7.5,8.7,11.2,15.2,20.5,22.7,26.3,16.8
IDCJAC0003,9573,2013,27.7,24.4,14,12.3,9,8.1,8.1,9.9,13.9,20.9,22.1,27.2,16.5
IDCJAC0003,9573,2014,27.9,24.6,17,12.5,7.8,7.6,8.2,11.3,14.3,18,21,26.8,16.4
IDCJAC0003,9573,2015,28.7,22.5,17.5,11.8,9.2,8.1,8.4,10.8,15.8,20.9,23.8,25.9,16.9
IDCJAC0003,9573,2016,22.1,22.9,16.1,11.6,9.9,8.4,9.5,11.1,14.5,18.7,25,24,16.1
IDCJAC0003,9573,2017,27.3,20.6,16.7,12.7,9.5,8.6,8.9,11.5,14.8,19.1,22.2,26.2,16.5
IDCJAC0003,9573,2018,25.3,20.8,16.2,12.2,10.2,8.3,9.3,11.1,15.2,18.2,21.7,25.8,16.2
IDCJAC0003,9573,2019,25.5,23.9,16.1,13.2,10.5,8.3,9.4,12.2,15.5,18.9,26.1,27.9,17.3
IDCJAC0003,9573,2020,25.8,21.4,16.3,12.3,9.6,8.7,9.7,11.9,15.3,21,20.5,26.8,16.6
IDCJAC0003,9573,2021,25.8,20.4,15.9,11.7,8.6,8.8,9,11.7,15.4,18,22.2,26.1,16.1
IDCJAC0003,9573,2022,25.6,22.5,16.6,12.2,10.3,8.3,null,null,null,null,null,null,null
