Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0003,12280,1990,26,24.3,23.1,18.6,14.2,12,12.9,13.5,21.8,25.7,30.2,29.3,21
IDCJAC0003,12280,1991,28.4,28.3,22.7,17.6,14.8,10.8,12.9,16.4,21.4,23.9,29.1,28.7,21.2
IDCJAC0003,12280,1992,25.8,26.3,19.3,13.3,13.5,9.5,13.8,15.2,19.3,25.2,29.1,30.8,20.1
IDCJAC0003,12280,1993,28.6,26.4,19.9,14.8,13.6,10.3,13.2,15,19.6,27.1,26.3,27.5,20.2
IDCJAC0003,12280,1994,30.2,20.5,23.6,19.5,15.7,12.3,14.5,18.3,19.9,21.7,27,25.6,20.7
IDCJAC0003,12280,1995,28,21.5,19.9,14.3,14.9,12.1,13.2,18.3,20.8,26.6,26.8,29.4,20.5
IDCJAC0003,12280,1996,30.2,27.8,22.8,17.5,14.6,9.5,11.8,16.3,22.2,26.7,29.2,29.7,21.5
IDCJAC0003,12280,1997,29.4,25.6,22.5,14.4,12.1,12.7,13.9,16.9,22,24.5,29.9,30.7,21.2
IDCJAC0003,12280,1998,30,26.9,20.8,16.8,13.9,11.6,11.6,17.7,22.4,24.6,28.7,28,21.1
IDCJAC0003,12280,1999,28,21.9,18.8,18.3,13.2,14.4,14.9,17.3,22.4,26,25.6,27.6,20.7
IDCJAC0003,12280,2000,22.6,22,17,17.8,15.8,13,13.9,17.9,22.4,24.3,27.8,30.1,20.4
IDCJAC0003,12280,2001,26.9,20.3,24.2,18.9,14.4,13.8,13.6,18.6,21.4,23.1,28.8,27.6,21
IDCJAC0003,12280,2002,27.4,24.6,22.2,16.9,14.1,13.7,13.8,18.6,23.7,26.8,27.2,28.6,21.5
IDCJAC0003,12280,2003,28.4,23.8,19.1,17.9,14.9,12.9,14.5,15.9,22.6,26.4,28.2,32.1,21.4
IDCJAC0003,12280,2004,29.2,24.6,21.6,16.3,14.5,13.1,11,19,21,26.5,24.9,28,20.8
IDCJAC0003,12280,2005,31.9,27.1,19.8,17.3,12.2,12,14,17.3,22.6,26.5,29.2,null,null
IDCJAC0003,12280,2006,21.2,22.1,23.9,18,15.1,13.9,14,18.4,21.6,24.4,27.4,29.1,20.8
IDCJAC0003,12280,2007,28.8,24,21.5,17,14.6,13.2,13.4,18.5,22,25.6,28.6,27,21.2
IDCJAC0003,12280,2008,27.5,24.1,20.7,17.7,15,11.8,13,17.5,22,24.5,26.9,28.9,20.8
IDCJAC0003,12280,2009,29,25.8,22.9,17.3,14.9,11.7,13.2,17.1,21.9,24.2,22.7,28.6,20.8
IDCJAC0003,12280,2010,30.7,24.8,22.4,17.4,14.7,11.3,13.6,16.8,21.6,25.4,27.9,26.1,21.1
IDCJAC0003,12280,2011,26.1,20.6,19.2,18.7,13.4,11.9,11.9,16.6,21.5,20.3,27.9,25.6,19.5
IDCJAC0003,12280,2012,23.5,25.4,20.8,18.6,14,12.1,13.9,17.7,21.9,25.1,27.3,25.6,20.5
IDCJAC0003,12280,2013,28.3,24.1,21.6,18.6,13.4,11.1,13,17.7,19.9,25.2,26.2,26.7,20.5
IDCJAC0003,12280,2014,26.2,25.2,20.9,17.2,13.3,12.8,13.6,17.5,20.2,23.4,24.7,30,20.4
IDCJAC0003,12280,2015,27.4,24,18.1,15.7,13.1,12.7,12.8,16.2,21.8,23,24.7,30,20
IDCJAC0003,12280,2016,22.2,24.8,20.1,16.6,14.2,11.6,12.6,16,21.2,24.5,27.8,29,20
IDCJAC0003,12280,2017,25.5,24.9,21.1,17.1,15,12.8,14.5,15.2,20.5,25.2,27.1,26.2,20.4
IDCJAC0003,12280,2018,23.1,20.8,21.9,16.9,14.6,12.6,14.2,17.1,20.9,24.8,26.6,28.6,20.2
IDCJAC0003,12280,2019,27.5,25.9,19.7,17.5,15.1,12.8,13.8,16.6,21,25.2,28.2,27.6,20.9
IDCJAC0003,12280,2020,25.7,23,21,16.4,14.8,13.5,14.5,16.3,21,25.4,28.3,28,20.7
IDCJAC0003,12280,2021,25.2,23.3,21.4,17.9,13.2,12.9,13.4,16.7,21.3,26,25.7,29.7,20.6
IDCJAC0003,12280,2022,29,25.4,20.3,17.3,13.6,12.3,null,null,null,null,null,null,null
