Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0003,9574,1990,27.4,23.1,17.8,11.8,8.6,6.8,7.8,10.6,15.3,17.8,25.8,27.9,16.7
IDCJAC0003,9574,1991,27.2,23.8,18.7,13.2,8.7,6.1,8,11.1,14.2,20.1,23.8,28.1,16.9
IDCJAC0003,9574,1992,28.3,22.2,18.6,14.3,9.1,7.4,7.8,10.1,16.3,20,20.8,26.5,16.8
IDCJAC0003,9574,1993,28.1,26.2,17.7,11.8,9.6,8.2,8.2,9.6,14.7,17.9,24.5,30.5,17.2
IDCJAC0003,9574,1994,27,23.4,19.3,13.4,8.9,7.6,9.1,14.6,15.2,18.6,24.2,30.8,17.7
IDCJAC0003,9574,1995,29,25.8,21.2,13.6,10.5,7.4,7.8,11.2,15.4,22.5,24,24.9,17.8
IDCJAC0003,9574,1996,29.3,27.3,20.2,12.8,9.7,6.8,7.5,11.7,14,21.3,25.6,27.6,17.8
IDCJAC0003,9574,1997,30.2,23.1,19.2,13.6,9.3,7.5,8.5,11.6,14.7,21.5,25.5,30.2,17.9
IDCJAC0003,9574,1998,29.1,28.8,19.5,12.3,9.6,6.6,8.4,10.4,15.6,22.2,25.6,27.6,18
IDCJAC0003,9574,1999,28.9,27.7,17.5,14.6,8.3,6.3,8.7,12.5,14.6,20.2,27.1,27.7,17.8
IDCJAC0003,9574,2000,25.7,26,20.7,14.1,9.6,7.3,7.6,11.5,14.5,22.5,26.1,30.3,18
IDCJAC0003,9574,2001,26.9,24.6,20.2,13.6,9.6,7.5,8.8,9.4,13.8,20.3,25.4,26,17.2
IDCJAC0003,9574,2002,29.2,26.5,19.5,12,9.9,6.5,7.7,11.4,16.3,17.3,26,27.8,17.5
IDCJAC0003,9574,2003,28.9,25.5,19,13,9.9,8.5,7.7,11.3,14.9,18.6,26.6,28.7,17.7
IDCJAC0003,9574,2004,29.1,23.9,20.7,12.9,9.2,7,8.2,11.2,16,20.2,22.4,29,17.5
IDCJAC0003,9574,2005,30.3,23.8,17.6,12.8,9.2,7,8.5,11.8,14.1,18.4,25.6,null,null
IDCJAC0003,9574,2006,26.6,27.8,20.6,12.8,9.7,8.3,8.4,11.3,15.8,23,22.8,29.8,18.1
IDCJAC0003,9574,2007,26.1,23.6,20.7,13,8.3,8.8,7.6,10.5,14.6,21,28.6,25,17.3
IDCJAC0003,9574,2008,27.3,23.4,19.5,12.7,8.9,7.9,7.8,13.4,15.1,18.7,23.2,28.6,17.2
IDCJAC0003,9574,2009,29.4,24.8,17.9,14.9,10.5,6.4,8.4,11.4,14.8,20.1,26.2,30.4,17.9
IDCJAC0003,9574,2010,29.9,23.7,18.5,14.1,9,7.8,8.1,12,17.5,22.6,24.3,26.5,17.8
IDCJAC0003,9574,2011,26.3,26.4,20.7,14,9.7,7.2,7.7,11.3,15.5,20.4,23.9,26,17.4
IDCJAC0003,9574,2012,28.5,22.4,21.6,12.6,10,7.1,8.5,11.8,16.1,22.2,24,27,17.6
IDCJAC0003,9574,2013,27.6,26,17.1,13,9.2,7.5,8,10.1,13.3,20.5,24,27.7,17
IDCJAC0003,9574,2014,29.4,26.3,18.4,12.8,8.3,7.2,8.3,11.5,14.6,19.6,20.8,28.4,17.1
IDCJAC0003,9574,2015,29.9,23.6,19.1,12.7,10.3,7.8,8.8,10.9,16,21.1,25.9,28.4,17.9
IDCJAC0003,9574,2016,23.8,24.6,18.2,12.3,9.7,8.1,8.9,11,14.6,19.5,25.5,25.2,16.8
IDCJAC0003,9574,2017,27.8,21.7,16.6,14,9.5,8.9,8.1,11.5,15.2,19.4,25.2,25.6,17
IDCJAC0003,9574,2018,26.1,21.7,16.5,12.8,10.4,8.2,8.9,10.5,15.3,18.6,22.1,26.3,16.5
IDCJAC0003,9574,2019,25.7,24.6,16.6,13.2,10.5,8,9.3,12,15.4,19,26.6,28.5,17.5
IDCJAC0003,9574,2020,27.2,21.8,16.7,12.6,9.5,8.5,9.4,11.3,14.7,21.8,21.8,27.9,16.9
IDCJAC0003,9574,2021,28,21.9,16.5,12.1,8.7,8.5,8.9,11.9,16.1,18.5,23.6,27.4,16.8
IDCJAC0003,9574,2022,27.6,23.6,18,12.8,9.8,8.2,null,null,null,null,null,null,null
