Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,9547,1925,null,null,null,null,null,null,null,null,null,null,null,22.4,null
IDCJAC0001,9547,1926,0,22.7,16.5,160.2,228,159.2,219.4,89.3,147.4,106,33.1,8.9,1190.7
IDCJAC0001,9547,1927,16.5,3.8,73.5,55.9,124.3,208.2,151.2,100.9,null,null,null,null,null
IDCJAC0001,9547,1928,null,4.3,9.4,102.2,167.3,172,252.6,187.4,167.8,92.9,13.3,22.1,null
IDCJAC0001,9547,1929,0,7.6,26.9,106.9,267.2,219.2,150.8,156.2,69,48.5,57.9,27.3,1137.5
IDCJAC0001,9547,1930,4.3,0,10.2,63.8,131.3,308.1,247.2,107.1,89.7,67.6,50.6,14.6,1094.5
IDCJAC0001,9547,1931,1.3,6.9,2.3,92.7,148.8,176.3,252.2,150.3,172.1,53,7.4,19,1082.3
IDCJAC0001,9547,1932,0,8.4,9.9,33.3,225.6,221.7,208.7,171.2,66.9,47.7,44.7,0,1038.1
IDCJAC0001,9547,1933,10.7,2.3,28.4,33.9,152.6,307.2,216.7,171.9,82.5,182.8,11,3,1203
IDCJAC0001,9547,1934,30,6.4,98.7,26.9,144.3,390.7,299.6,170.1,174.1,65.5,40.6,33.3,1480.2
IDCJAC0001,9547,1935,10.4,62.1,7.4,28.4,96.1,209.9,267.8,136.1,112.8,93.4,25.9,0,1050.3
IDCJAC0001,9547,1936,32.5,3.3,12.2,36,153,255.9,233,226.5,81.2,52.9,17.8,6.9,1111.2
IDCJAC0001,9547,1937,5.9,17.8,9.8,119.4,223.9,244.2,159,224.5,107.9,70.5,11.9,64.8,1259.6
IDCJAC0001,9547,1938,1.5,12.2,53.3,59.4,176,169.2,249.3,219.9,99.6,80.3,46.6,29,1196.3
IDCJAC0001,9547,1939,45.2,8.9,0.8,57.1,164.2,326.5,249.2,262,21.3,100.4,46.2,4.3,1286.1
IDCJAC0001,9547,1940,9.1,3.5,0,15.5,121,135.5,224.6,83.3,75.4,67.9,10.7,13.1,759.6
IDCJAC0001,9547,1941,1.5,16.8,47.8,109.4,212.3,249.4,232.7,129,104.9,67.6,65.4,0.8,1237.6
IDCJAC0001,9547,1942,5.1,15.2,57.3,161.8,244.7,353,184.7,163.5,154.2,82.8,14.4,19.6,1456.3
IDCJAC0001,9547,1943,21.1,15.5,154,86.9,66.4,199.3,174.1,143.8,147.4,11.8,8.4,3,1031.7
IDCJAC0001,9547,1944,4.9,2,22.2,31.1,150.4,188.2,226.4,109.2,77.2,38.6,39,65.4,954.6
IDCJAC0001,9547,1945,10,2.6,29.3,55.2,168.2,308.1,211.8,241.9,127.3,35.1,17.2,51.6,1258.3
IDCJAC0001,9547,1946,6.6,0,25.6,41.4,158.3,174.6,333,119.8,52.9,0,71.1,45.2,1028.5
IDCJAC0001,9547,1947,1.8,15.3,12.4,115.5,203.5,311.7,196.7,113.4,84.1,103.7,22.1,12,1192.2
IDCJAC0001,9547,1948,7.1,0,15.8,71.7,57.9,213.1,300.3,113.7,193.6,39.9,65.3,28.6,1107
IDCJAC0001,9547,1949,22.4,0,31,170.5,54,169.1,272.5,154.5,62.6,90.8,72.4,0.3,1100.1
IDCJAC0001,9547,1950,13.7,8.5,0,28.8,177.7,237.2,230.5,129.1,134.8,64.6,76.6,20.3,1121.8
IDCJAC0001,9547,1951,1.8,48.6,5.4,126.5,99.5,218.7,161.1,150.1,145.4,78.5,70.8,29.6,1136
IDCJAC0001,9547,1952,10.9,12.9,43.9,12.2,232.8,190.4,224.6,181.1,100,88.2,62.1,19.5,1178.6
IDCJAC0001,9547,1953,0,47.5,2.5,19.3,182.7,300.3,131.4,74.4,63.4,107.3,59.6,6.3,994.7
IDCJAC0001,9547,1954,69.6,3.8,25,84.8,119.7,230.2,206.8,104.4,53,88.9,60.1,15.8,1062.1
IDCJAC0001,9547,1955,3.3,62.5,6.6,112.3,191.1,153.1,225.2,340.6,109.4,126.8,13.3,28.8,1373
IDCJAC0001,9547,1956,0,0.5,68.9,44.6,378.1,245.3,221.2,81.5,57.5,59.2,35.1,53.7,1245.6
IDCJAC0001,9547,1957,1.3,3.4,51.3,113.2,167.4,356.2,180.2,222.7,99.4,61.4,1.8,8.9,1267.2
IDCJAC0001,9547,1958,9.2,34.3,9.7,28.8,203,137.3,472.9,150.5,54.4,85.9,37.9,4.9,1228.8
IDCJAC0001,9547,1959,14.3,4.6,11.4,57.6,38.1,293.6,188.4,114.2,59.9,112.6,59.8,16.8,971.3
IDCJAC0001,9547,1960,50.6,8.5,72.5,49.5,151.6,133.9,270.5,90.2,83.7,32.1,8.1,18.6,969.8
IDCJAC0001,9547,1961,7.1,19.3,57,198.9,134.7,261.1,260.5,198.7,74.5,42.9,32.3,41.4,1328.4
IDCJAC0001,9547,1962,0,16.1,6.4,36.1,208.8,173.9,154.4,260.1,100,113.8,73.1,37.1,1179.8
IDCJAC0001,9547,1963,51.6,6.4,23.4,67.5,310.3,202.3,257.5,272.9,74.8,62.3,12.7,0,1341.7
IDCJAC0001,9547,1964,1.3,8.2,13.5,83.1,69.7,310.3,323.9,164,90.9,88.5,28.9,62.5,1244.8
IDCJAC0001,9547,1965,4.4,10.9,170.7,47.8,111.8,196.7,197.5,135.1,84.7,142.3,89.2,41.3,1232.4
IDCJAC0001,9547,1966,8.9,4.1,11.8,48.8,89,242.7,178.9,119.5,104.9,52.3,15.9,28,904.8
IDCJAC0001,9547,1967,4.3,2.5,14,54.4,146.5,394.4,276.1,166.8,84.7,48.3,50.1,40.1,1282.2
IDCJAC0001,9547,1968,0,2.5,85.6,72.3,58.7,216.6,253.6,148.1,116.8,97.5,21.4,9.1,1082.2
IDCJAC0001,9547,1969,12.2,2.5,40.3,125.7,99.5,214.1,179.9,121.9,33.9,12.2,57.5,12.4,912.1
IDCJAC0001,9547,1970,5.6,39.3,8,82.4,170.5,352.4,228.1,114.8,149.3,49.7,33.8,10.5,1244.4
IDCJAC0001,9547,1971,24.1,17.3,22.9,38.2,216,181.5,90.3,79.1,210,135.5,65.2,9.1,1089.2
IDCJAC0001,9547,1972,4.8,3.5,15.5,53.9,87.9,142.2,204.1,259.5,92.3,29.2,5.1,7.6,905.6
IDCJAC0001,9547,1973,2.5,7.1,2.3,228.4,172.3,281.8,263.7,256.6,189.1,104.7,9.1,1.5,1519.1
IDCJAC0001,9547,1974,49.2,59.6,0,101.2,343,220.4,351.6,179.6,65.4,null,46.4,0,null
IDCJAC0001,9547,1975,4.6,3,28.8,40.8,203.6,275.8,263.2,137.2,144.8,69.8,19.6,2,1193.2
IDCJAC0001,9547,1976,7,1.2,3.4,89.2,150.2,92.8,211,128.4,85.6,65,117.8,8,959.6
IDCJAC0001,9547,1977,18.8,11.6,16.8,13.6,205.4,125.8,213,192,75.8,145.8,8.6,12,1039.2
IDCJAC0001,9547,1978,14.6,5.4,15.2,64.9,270.8,265.6,153.8,95.5,247,47.4,68.2,6.1,1254.5
IDCJAC0001,9547,1979,10.6,33.6,33.8,71.2,157.8,241,141.8,201.8,128.4,79.8,48,6.2,1154
IDCJAC0001,9547,1980,0,0,1,123,94.4,199.8,273.8,181,119.8,76.4,46.2,16.4,1131.8
IDCJAC0001,9547,1981,0,0,25.4,90.7,123.4,171.4,207.6,223.2,62,55.6,97.2,14.2,1070.7
IDCJAC0001,9547,1982,42.4,17.4,14,7.4,70,258.4,197,85.2,124.4,92.6,26.4,25.4,960.6
IDCJAC0001,9547,1983,4,58.6,0.6,28,113,258.6,174.8,235.8,147.4,30,39,20.6,1110.4
