Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0003,9801,1990,26.3,22.3,17.8,11.7,8.3,6.9,7.9,10.4,14.7,16.3,25.1,27.2,16.2
IDCJAC0003,9801,1991,26.6,23.5,17.7,12.8,8.8,6.3,8.4,10.9,13.7,19.8,23.2,28.2,16.7
IDCJAC0003,9801,1992,27.6,22,18.1,14.2,9,7.6,7.5,10.3,15.6,19.6,20.6,25.7,16.5
IDCJAC0003,9801,1993,26.9,26.1,17.2,12.1,9.5,8,8.1,10.1,15.3,18,24.4,29.4,17.1
IDCJAC0003,9801,1994,26.4,23.1,19.6,13.1,8.6,7.5,9.3,14.6,15,17.9,24.2,29.6,17.4
IDCJAC0003,9801,1995,28.2,25.1,20.4,13.3,10,7.2,7.9,11.4,14.7,22.5,24.1,23.5,17.4
IDCJAC0003,9801,1996,28.4,27,19.3,12.7,9.8,6.9,7.8,11.4,13.3,20.8,25.1,26.1,17.4
IDCJAC0003,9801,1997,28,21.9,17.8,13.5,9.4,7.6,8.8,11.2,14.7,21.4,23.4,29,17.2
IDCJAC0003,9801,1998,28.6,27.5,19.2,11.8,9.4,7,8.9,10.4,15.1,22.1,23.8,26.6,17.5
IDCJAC0003,9801,1999,26.9,25.4,16.6,14.7,8.2,7,8.2,11.9,14.7,19.9,25.8,26,17.1
IDCJAC0003,9801,2000,25.3,24.1,19.5,13.3,9.9,7.8,7.5,10.7,14.4,21.3,24.2,28.7,17.2
IDCJAC0003,9801,2001,25,23,18.9,13.6,9.5,7.9,9,9.8,13.7,20.8,25.2,25.3,16.8
IDCJAC0003,9801,2002,28.3,25.4,18.7,11.3,9.7,7.7,8.2,11.2,16,16.7,24.8,27,17.1
IDCJAC0003,9801,2003,28.2,23.2,17.7,12.8,10.3,8.1,7.9,11.2,14.2,17.4,25.4,27.8,17
IDCJAC0003,9801,2004,27.8,22.5,19.6,12.5,8.9,6.9,8,10.5,15.7,19.6,21.7,27.9,16.8
IDCJAC0003,9801,2005,29.6,23.2,17.3,12.1,8.8,7,8.3,10.9,13.7,18.4,25.5,null,null
IDCJAC0003,9801,2006,25,25.4,20.3,11.9,9.4,8.3,8.3,10.8,16.2,23,21.6,27.5,17.3
IDCJAC0003,9801,2007,25.2,23.5,19.9,12.7,8.4,8.7,7.9,10.3,15,20.7,27.9,23.6,17
IDCJAC0003,9801,2008,26.5,22.8,18.3,12.2,8.5,8.2,8.1,13.2,14.6,18.2,22.8,27.7,16.8
IDCJAC0003,9801,2009,28.4,23.1,17.1,14.2,10.5,6.9,8.2,11.6,14.5,18.9,26,29.7,17.4
IDCJAC0003,9801,2010,28.8,23.1,18,13.4,9.1,7.9,8.1,11.6,16.9,22.4,24.8,25.7,17.5
IDCJAC0003,9801,2011,24.6,25.9,20.3,14,9.5,7.4,7.9,10.9,15,19.5,24,24.9,17
IDCJAC0003,9801,2012,27.4,21.7,20.5,12.1,9.7,6.9,8.7,11.4,16.1,21,23.8,26.7,17.2
IDCJAC0003,9801,2013,27,24.5,16,12.5,9,7.5,8.1,10.2,13.8,20.7,23.7,27.2,16.7
IDCJAC0003,9801,2014,27.9,24.8,17.2,12.3,8,7.3,8.3,11.7,14.6,18.4,19.9,26.3,16.4
IDCJAC0003,9801,2015,28.6,22.5,17.8,12.1,9.6,7.7,8.3,10.6,15.1,20.6,24.4,25.6,16.9
IDCJAC0003,9801,2016,22.5,22.8,16.7,12.2,9.7,8.2,9.2,11.2,13.7,19.5,24.9,23.5,16.2
IDCJAC0003,9801,2017,26.7,20.6,16.3,13.2,9.7,8.8,8.7,11.8,15.1,18.7,23.4,24.5,16.5
IDCJAC0003,9801,2018,24.9,20.1,15.7,12.8,10.4,8.6,9.1,10.9,15.1,18.2,20.9,25.3,16
IDCJAC0003,9801,2019,24.7,23.8,15.6,13.1,10.6,8,9.3,12.3,15.5,18.7,25.8,27.4,17.1
IDCJAC0003,9801,2020,26.1,21.4,16.1,12.6,9.6,8.7,9.3,11.3,14.9,21.4,21.3,26.9,16.6
IDCJAC0003,9801,2021,26,20.8,16.3,11.7,8.8,8.6,8.9,11.8,15.7,18.1,22.9,26.2,16.3
IDCJAC0003,9801,2022,26.4,22.6,17.8,12.6,10,8.2,null,null,null,null,null,null,null
